Date,Open,High,Low,Close,(High-Low),(Open-Close)
01-06-2022,14228.83,14358.31,14047.14,14074.1,311.17,154.73
31-05-2022,14097.58,14244.31,13971.92,14166.7,272.39,-69.12
30-05-2022,14051.87,14142.25,14027.91,14113.96,114.34,-62.09
27-05-2022,13960.38,14018.96,13844.72,13989.52,174.24,-29.14
26-05-2022,13835.72,13871.5,13658.1,13853.8,213.4,-18.08
25-05-2022,13983.64,14030.11,13829.3,13865.94,200.81,117.7
24-05-2022,14123.97,14142.46,13893.11,13922.1,249.35,201.87
23-05-2022,14205.14,14217.36,14047.83,14116.74,169.53,88.4
20-05-2022,13927.42,14173.59,13927.39,14130.41,246.2,-202.99
19-05-2022,13719.8,13957.45,13698.97,13831.59,258.48,-111.79
18-05-2022,13797.72,13923.11,13751.5,13901.57,171.61,-103.85
17-05-2022,13544.09,13758.69,13495.6,13735.63,263.09,-191.54
16-05-2022,13531.08,13559.11,13401.5,13449.23,157.61,81.85
13-05-2022,13399.64,13645.51,13365.07,13481.82,280.44,-82.18
12-05-2022,13384.82,13387.35,13124.68,13263.75,262.67,121.07
11-05-2022,13544.14,13584.66,13214.74,13415.28,369.92,128.86
10-05-2022,13501.29,13693.54,13493.75,13536.91,199.79,-35.62
09-05-2022,13613.76,13656.61,13450.49,13502.24,206.12,111.52
06-05-2022,13599.57,13769.91,13550.69,13716.53,219.22,-116.96
05-05-2022,13956.26,14010.37,13770.27,13799.53,240.1,156.73
04-05-2022,14135.73,14272.6,13827.2,13869.78,445.4,265.95
02-05-2022,13994.42,14123.55,13969.29,14105.32,154.26,-110.9
29-04-2022,14227.08,14282.86,14037.08,14082.17,245.78,144.91
28-04-2022,14013.84,14230.37,13971.89,14176.23,258.48,-162.39
27-04-2022,13918.21,13957.18,13804.99,13886.82,152.19,31.39
26-04-2022,13887.72,14039.94,13875.99,13988.07,163.95,-100.35
25-04-2022,13829.47,13934.83,13681.45,13751.73,253.38,77.74
22-04-2022,14019.58,14098.7,13938.28,13981.29,160.42,38.29
21-04-2022,13969.83,14077.77,13969.79,14048.26,107.98,-78.43
20-04-2022,13834.35,13986.87,13793.03,13934.48,193.84,-100.13
19-04-2022,14196.52,14305.57,13705.04,13803.65,600.53,392.87
18-04-2022,14039.42,14195.78,13994.6,14168.1,201.18,-128.68
13-04-2022,14021.4,14126.6,13977.56,14077.05,149.04,-55.65
12-04-2022,14083.78,14084.54,13926.03,13981.13,158.51,102.65
11-04-2022,14134.94,14203.15,14024.6,14102.6,178.55,32.34
08-04-2022,13912.34,14128.71,13862.7,14110.77,266.01,-198.43
07-04-2022,13847.94,13953.87,13819.72,13843.77,134.15,4.17
06-04-2022,13817.73,13899.46,13736.82,13840.72,162.64,-22.99
05-04-2022,13763.04,13928.29,13706.56,13852.28,221.73,-89.24
04-04-2022,13562.12,13706.65,13482.29,13680.27,224.36,-118.15
01-04-2022,13335.59,13541.2,13322.39,13510.93,218.81,-175.34
31-03-2022,13221.79,13376.15,13220.23,13334.89,155.92,-113.1
30-03-2022,13163.21,13259.25,13156.14,13187.39,103.11,-24.18
29-03-2022,13142.88,13183.3,13072.06,13111.8,111.24,31.08
28-03-2022,13104.13,13136.4,12963.39,13112.59,173.01,-8.46
25-03-2022,13207.3,13207.3,12997.42,13067.94,209.88,139.36
24-03-2022,13151.4,13249.99,13115.56,13162.43,134.43,-11.03
23-03-2022,13292.61,13304.9,13156.25,13166.31,148.65,126.3
22-03-2022,13320.34,13320.34,13043.83,13205.85,276.51,114.49
21-03-2022,13562.66,13562.66,13283.17,13300.08,279.49,262.58
17-03-2022,13437.51,13520.01,13423.99,13496.52,96.02,-59.01
16-03-2022,13238.47,13365.61,13163.96,13339.91,201.65,-101.44
15-03-2022,13135.67,13257.55,13046.92,13123.52,210.63,12.15
14-03-2022,13144.25,13154.26,12975.77,13131.63,178.49,12.62
11-03-2022,13054.15,13124.53,12967.94,13107.2,156.59,-53.05
10-03-2022,12918.54,13075.85,12878.49,13052.61,197.36,-134.07
09-03-2022,12610.72,12760.59,12534.64,12711.32,225.95,-100.6
08-03-2022,12371.96,12552.29,12346.12,12531.58,206.17,-159.62
07-03-2022,12586.74,12586.74,12317.14,12402.46,269.6,184.28
04-03-2022,12801.73,12819.79,12560.02,12736.31,259.77,65.42
03-03-2022,13038.18,13050.45,12838.41,12859.79,212.04,178.39
02-03-2022,12961.01,12982.03,12857.37,12960.34,124.66,0.67
28-02-2022,12877.67,13038.25,12692.29,13007.67,345.96,-130
25-02-2022,12758.16,12981.26,12757.68,12926.73,223.58,-168.57
24-02-2022,12835.83,12971.14,12650.94,12689.12,320.2,146.71
23-02-2022,13179,13224.1,13147.74,13175.79,76.36,3.21
22-02-2022,13064.4,13159.64,13020.98,13134.38,138.66,-69.98
21-02-2022,13331.32,13344.49,13224.8,13263.57,119.69,67.75
18-02-2022,13312.07,13460.69,13312.07,13401,148.62,-88.93
17-02-2022,13433.97,13464.24,13345.64,13425.49,118.6,8.48
16-02-2022,13436.95,13487.62,13340.61,13397.47,147.01,39.48
15-02-2022,13134.49,13406.95,13134.22,13384.59,272.73,-250.1
14-02-2022,13285.06,13285.57,13079,13107.69,206.57,177.37
11-02-2022,13604.02,13604.02,13427.45,13506.35,176.57,97.67
10-02-2022,13620.13,13651.51,13481.14,13624.36,170.37,-4.23
09-02-2022,13615.64,13615.64,13533.43,13594.13,82.21,21.51
08-02-2022,13597.25,13623.57,13478.09,13562.74,145.48,34.51
07-02-2022,13832.99,13858.39,13523.2,13588.21,335.19,244.78
04-02-2022,13877.43,13895.47,13729.52,13822.99,165.95,54.44
03-02-2022,13871.1,13889.32,13762.06,13811.63,127.26,59.47
02-02-2022,13792.75,13854.78,13741.67,13833.17,113.11,-40.42
01-02-2022,13579.65,13717.5,13491.42,13710.19,226.08,-130.54
31-01-2022,13461.84,13543.54,13436.37,13460.95,107.17,0.89
28-01-2022,13337.55,13505.35,13316.51,13365.69,188.84,-28.14
27-01-2022,13334.32,13334.84,13176.37,13286.48,158.47,47.84
25-01-2022,13232.44,13416.14,13019.12,13398.2,397.02,-165.76
24-01-2022,13602.97,13613.9,13184.53,13247.04,429.37,355.93
21-01-2022,13571.34,13661.17,13497.6,13573.72,163.57,-2.38
20-01-2022,13732.54,13789.79,13514.91,13566.45,274.88,166.09
19-01-2022,13832.28,13844.46,13682.73,13704,161.73,128.28
18-01-2022,14032.53,14084.59,13809.13,13827.21,275.46,205.32
17-01-2022,13948.01,14032.04,13870.57,13999.16,161.47,-51.15
14-01-2022,14001.5,14028.6,13920.9,13932.85,107.7,68.65
13-01-2022,14031.82,14033.16,13956.07,14016.35,77.09,15.47
12-01-2022,13984.39,13996.28,13933.46,13979.19,62.82,5.2
11-01-2022,13991.52,14020.98,13911.59,13931.01,109.39,60.51
10-01-2022,13962.62,14048.72,13953.73,13979.29,94.99,-16.67
07-01-2022,13868.03,13954.96,13867.04,13937.41,87.92,-69.38
06-01-2022,13890.8,13896.28,13799.43,13855.1,96.85,35.7
05-01-2022,13931.52,13961.06,13868.75,13945.61,92.31,-14.09
04-01-2022,13832.05,13922.55,13768.75,13911.5,153.8,-79.45
03-01-2022,13820.82,13843.54,13785.79,13809.83,57.75,10.99
31-12-2021,13630.81,13805.32,13630.81,13784.58,174.51,-153.77
30-12-2021,13598.97,13645.83,13588.93,13611.44,56.9,-12.47
29-12-2021,13644.7,13674.59,13587.53,13599.98,87.06,44.72
28-12-2021,13567.24,13646.58,13540.86,13635.24,105.72,-68
27-12-2021,13516.86,13554.9,13404.61,13529.24,150.29,-12.38
24-12-2021,13604.32,13606.63,13502.68,13532.73,103.95,71.59
23-12-2021,13456.43,13568.69,13427.56,13552.84,141.13,-96.41
22-12-2021,13396.3,13444.93,13318.93,13385.35,126,10.95
21-12-2021,13326.06,13441.72,13265.63,13322.99,176.09,3.07
20-12-2021,13313.61,13334.69,13078.95,13233.46,255.74,80.15
17-12-2021,13651.43,13651.43,13361.3,13375.3,290.13,276.13
16-12-2021,13811.53,13811.53,13617.53,13657.08,194,154.45
15-12-2021,13838.12,13857.16,13699.05,13729.54,158.11,108.58
14-12-2021,13891.44,13908.91,13760.6,13799.92,148.31,91.52
13-12-2021,14108.54,14110.75,13860.62,13882.7,250.13,225.84
10-12-2021,14039.38,14049.81,13933.62,14003.43,116.19,35.95
09-12-2021,13797.31,14018.15,13750.19,13994.83,267.96,-197.52
08-12-2021,13666.62,13802.54,13659.46,13793.13,143.08,-126.51
07-12-2021,13542.26,13684.04,13533.47,13628.17,150.57,-85.91
06-12-2021,13749.99,13780.37,13473.38,13494.79,306.99,255.2
03-12-2021,13863.47,13870.83,13724.53,13730.59,146.3,132.88
02-12-2021,13766.36,13883.54,13714.12,13868.59,169.42,-102.23
01-12-2021,13762.6,13804.94,13672.61,13716.03,132.33,46.57
30-11-2021,13673.59,13813.42,13645.15,13689.37,168.27,-15.78
29-11-2021,13632.44,13714.36,13459.18,13641.98,255.18,-9.54
26-11-2021,13938.59,13945.29,13724.23,13748.54,221.06,190.05
25-11-2021,13971.42,14013.05,13853.38,13996.67,159.67,-25.25
24-11-2021,14122.3,14160.35,13918.18,13970.15,242.17,152.15
23-11-2021,13975.97,14110.87,13906.39,14091.42,204.48,-115.45
22-11-2021,14243.5,14263.58,13946.28,14014.04,317.3,229.46
18-11-2021,14295.12,14355.96,14147.13,14214.39,208.83,80.73
17-11-2021,14297.32,14407.48,14268.57,14291.92,138.91,5.4
16-11-2021,14437.53,14440.62,14263.53,14284.63,177.09,152.9
15-11-2021,14297.37,14407.15,14273.53,14375.36,133.62,-77.99
12-11-2021,14202.1,14285.23,14149.51,14261.64,135.72,-59.54
11-11-2021,14273.09,14279.16,14096.31,14140.69,182.85,132.4
10-11-2021,14228.09,14299.27,14170.27,14262.72,129,-34.63
09-11-2021,14263.71,14308.95,14217.07,14255.97,91.88,7.74
08-11-2021,14268.21,14309.27,14078.72,14295.16,230.55,-26.95
04-11-2021,14189.06,14195.95,14150.18,14176.37,45.77,12.69
03-11-2021,14206.74,14207.13,13972.39,14050.55,234.74,156.19
02-11-2021,14198.9,14225.73,14094.78,14132.63,130.95,66.27
01-11-2021,14024.22,14166.53,13958.36,14147.72,208.17,-123.5
29-10-2021,14034.04,14083.23,13899.08,14002.76,184.15,31.28
28-10-2021,14319.85,14319.85,13993.09,14032.28,326.76,287.57
27-10-2021,14407.81,14413.01,14280.57,14303.56,132.44,104.25
26-10-2021,14201.73,14342.92,14142.67,14292.41,200.25,-90.68
25-10-2021,14317.03,14317.24,13990.18,14155.3,327.06,161.73
22-10-2021,14530.1,14597.45,14195.11,14304.42,402.34,225.68
21-10-2021,14711.83,14724.22,14420.86,14486.43,303.36,225.4
20-10-2021,14844.18,14929.02,14571.62,14614.99,357.4,229.19
19-10-2021,15361.74,15361.74,14803.71,14826.18,558.03,535.56
18-10-2021,15357.54,15425.89,15276.6,15303.73,149.29,53.81
14-10-2021,15274.6,15375.01,15190.51,15230.14,184.5,44.46
13-10-2021,15063.77,15184.67,14987.44,15151.28,197.23,-87.51
12-10-2021,14855.87,15040.57,14826.96,15011.41,213.61,-155.54
11-10-2021,14766.32,14880.89,14749.16,14838.61,131.73,-72.29
08-10-2021,14849.97,14862.51,14687.09,14718.66,175.42,131.31
07-10-2021,14866.21,14892.16,14788.72,14800.47,103.44,65.74
06-10-2021,14931.25,15004.46,14757.7,14787.53,246.76,143.72
05-10-2021,14921.93,14955.26,14872.57,14889.82,82.69,32.11
04-10-2021,14911.56,14979.36,14848.4,14893.46,130.96,18.1
01-10-2021,14856.08,14877.36,14734.38,14855.63,142.98,0.45
30-09-2021,14955.84,14955.84,14838.99,14862.21,116.85,93.63
29-09-2021,14944.51,15016.54,14868.35,14885.05,148.19,59.46
28-09-2021,15040.28,15111.97,14911.44,14969.68,200.53,70.6
27-09-2021,15133.35,15157.01,14957.86,14972.33,199.15,161.02
24-09-2021,15291.92,15302,15076.93,15089.75,225.07,202.17
23-09-2021,15361.58,15366.77,15236.97,15252.05,129.8,109.53
22-09-2021,15374.24,15392.43,15250.84,15270.71,141.59,103.53
21-09-2021,15176.77,15327.04,15145.71,15307.71,181.33,-130.94
20-09-2021,15031.03,15310.79,15003.84,15157.99,306.95,-126.96
17-09-2021,15215.88,15273.88,15030.16,15055.55,243.72,160.33
16-09-2021,14945.48,15266.15,14923.06,15134.93,343.09,-189.45
15-09-2021,14970.81,14981.71,14906.9,14936.76,74.81,34.05
14-09-2021,15020.4,15029.38,14909.87,14918.91,119.51,101.49
13-09-2021,14976.91,15014.68,14907.45,14952.4,107.23,24.51
09-09-2021,14790.94,14964.15,14771.87,14942.18,192.28,-151.24
08-09-2021,14899.65,14899.65,14712.68,14832.48,186.97,67.17
07-09-2021,14863.77,14958.3,14817.75,14829.68,140.55,34.09
06-09-2021,14882.08,14916.85,14772.62,14784.09,144.23,97.99
03-09-2021,14893.98,14900.25,14770.91,14806.59,129.34,87.39
02-09-2021,14637.44,14848.75,14623,14838.5,225.75,-201.06
01-09-2021,14636.84,14687.84,14567.82,14610.92,120.02,25.92
31-08-2021,14477.91,14613.31,14441.76,14580.82,171.55,-102.91
30-08-2021,14364.24,14466.89,14364.24,14455.94,102.65,-91.7
27-08-2021,14340.16,14373.67,14264.46,14346.38,109.21,-6.22
26-08-2021,14248.48,14388.66,14225.65,14300.27,163.01,-51.79
25-08-2021,14155.35,14304.99,14144.35,14219.83,160.64,-64.48
24-08-2021,14193.63,14253.24,14085.91,14144.23,167.33,49.4
23-08-2021,14260.68,14331.01,14110.97,14189.34,220.04,71.34
20-08-2021,13856.04,14279.88,13801.84,14229.4,478.04,-373.36
18-08-2021,13940.86,13976.59,13857.65,13919.19,118.94,21.67
17-08-2021,13737.07,13905.32,13737.07,13885.76,168.25,-148.69
16-08-2021,13716.75,13759.71,13642.12,13723.79,117.59,-7.04
13-08-2021,13627.36,13721.12,13614.99,13692.07,106.13,-64.71
12-08-2021,13593.01,13664.66,13573.86,13598.61,90.8,-5.6
11-08-2021,13590.85,13622.07,13404.33,13545.39,217.74,45.46
10-08-2021,13689,13704.64,13482.13,13577.06,222.51,111.94
09-08-2021,13727.2,13796.01,13603.73,13666.33,192.28,60.87
06-08-2021,13712.96,13738.22,13660.52,13683.72,77.7,29.24
05-08-2021,13683.07,13720.59,13546.63,13696.61,173.96,-13.54
04-08-2021,13785.8,13791.27,13605.87,13621.51,185.4,164.29
03-08-2021,13583.01,13769.57,13540.51,13749.05,229.06,-166.04
02-08-2021,13527.62,13601.04,13505.48,13531.76,95.56,-4.14
30-07-2021,13503.52,13546.49,13408.43,13480.98,138.06,22.54
29-07-2021,13617.12,13625.35,13453.42,13464.65,171.93,152.47
28-07-2021,13641.02,13641.02,13535.75,13589.53,105.27,51.49
27-07-2021,13665.32,13683.59,13572.59,13599.54,111,65.78
26-07-2021,13703.17,13721.38,13621.7,13631.6,99.68,71.57
23-07-2021,13587.23,13684.69,13533.15,13642.96,151.54,-55.73
22-07-2021,13627.03,13732.93,13533.86,13556.66,199.07,70.37
20-07-2021,13601.09,13649.17,13539.49,13586.64,109.68,14.45
19-07-2021,13552.08,13629.14,13524.64,13592.56,104.5,-40.48
16-07-2021,13624.99,13668.18,13571.67,13593.02,96.51,31.97
15-07-2021,13572.6,13604.13,13507.19,13581.88,96.94,-9.28
14-07-2021,13577.09,13589.89,13500.23,13549.6,89.66,27.49
13-07-2021,13624.91,13639.54,13550.84,13567.21,88.7,57.7
12-07-2021,13631.94,13655.65,13556.86,13588.54,98.79,43.4
09-07-2021,13574.02,13627.62,13545.33,13580.63,82.29,-6.61
08-07-2021,13658.28,13666.72,13549.79,13572.24,116.93,86.04
07-07-2021,13603.1,13683.54,13543.31,13665.42,140.23,-62.32
06-07-2021,13673.35,13680.18,13584.15,13601.05,96.03,72.3
05-07-2021,13635.4,13681.49,13615.76,13668.53,65.73,-33.13
02-07-2021,13629.54,13629.54,13522.39,13583,107.15,46.54
01-07-2021,13576.26,13584.58,13525.25,13569,59.33,7.26
30-06-2021,13614.28,13638.89,13496.84,13517.95,142.05,96.33
29-06-2021,13536.24,13606.61,13497.49,13570.45,109.12,-34.21
28-06-2021,13513.2,13529.12,13458.35,13495.81,70.77,17.39
25-06-2021,13574.74,13575.95,13459.05,13467.25,116.9,107.49
24-06-2021,13540.61,13558.04,13489.81,13533.47,68.23,7.14
23-06-2021,13577.07,13583.02,13476.51,13500.23,106.51,76.84
22-06-2021,13604.8,13627.75,13511.18,13525.44,116.57,79.36
21-06-2021,13419.93,13573.57,13401.43,13553.64,172.14,-133.71
18-06-2021,13508.21,13529.93,13315.71,13503.49,214.22,4.72
17-06-2021,13423.93,13508.37,13393.49,13476.04,114.88,-52.11
16-06-2021,13441.95,13508.43,13395.57,13467.89,112.86,-25.94
15-06-2021,13331.31,13416.76,13320.39,13407.03,96.37,-75.72
14-06-2021,13293.27,13323.48,13138.34,13302.33,185.14,-9.06
11-06-2021,13365.7,13386.21,13274.09,13297.63,112.12,68.07
10-06-2021,13285.37,13393.68,13236.71,13337.1,156.97,-51.73
09-06-2021,13366.35,13368.25,13227.87,13276.45,140.38,89.9
08-06-2021,13236.6,13333.39,13230.54,13313.68,102.85,-77.08
07-06-2021,13157.91,13228.16,13127.47,13209.52,100.69,-51.61
04-06-2021,13182.52,13182.52,13067.86,13090.32,114.66,92.2
03-06-2021,13142.05,13159.37,13099.03,13142.05,60.34,0
02-06-2021,13067.45,13130.16,13038.99,13075.01,91.17,-7.56
01-06-2021,13173.46,13182.56,13102.7,13134.84,79.86,38.62
31-05-2021,13055.34,13146.5,13037.84,13130.73,108.66,-75.39
28-05-2021,13036.59,13094.01,12986.09,12995.72,107.92,40.87
27-05-2021,13026.73,13031.64,12952.75,12994.09,78.89,32.64
26-05-2021,13005.62,13042.96,12971.05,12979.98,71.91,25.64
25-05-2021,12997.71,13065.59,12950.07,12971.52,115.52,26.19
24-05-2021,12981.06,12981.06,12871.53,12906.39,109.53,74.67
21-05-2021,12914.41,12962.44,12898.34,12942.26,64.1,-27.85
20-05-2021,13023.57,13023.57,12863.34,12872.13,160.23,151.44
19-05-2021,12978.71,13023.28,12934.83,12963.42,88.45,15.29
18-05-2021,13070.84,13128.7,12939.9,12967.13,188.8,103.71
17-05-2021,13102.54,13116.1,12998.57,13015.45,117.53,87.09
14-05-2021,12798.22,13011.69,12758.69,12990.42,253,-192.2
12-05-2021,12801.23,12825.28,12711.35,12735.52,113.93,65.71
11-05-2021,12713.74,12834.4,12711.71,12772.27,122.69,-58.53
10-05-2021,12773.01,12828.04,12742.79,12789.65,85.25,-16.64
07-05-2021,12708.15,12769.39,12707.17,12744.33,62.22,-36.18
06-05-2021,12709.88,12757.39,12645.19,12695.68,112.2,14.2
05-05-2021,12662.14,12690.59,12574.07,12652.82,116.52,9.32
04-05-2021,12738.19,12764.39,12564.57,12612.65,199.82,125.54
03-05-2021,12461.68,12697.5,12453.89,12676.06,243.61,-214.38
30-04-2021,12641.26,12658.81,12474.11,12508.59,184.7,132.67
29-04-2021,12787.58,12792.77,12608.65,12634.48,184.12,153.1
28-04-2021,12621.6,12762.64,12613.24,12670.7,149.4,-49.1
27-04-2021,12610.05,12631.27,12581.57,12624.14,49.7,-14.09
26-04-2021,12569.02,12598.05,12510.35,12567.42,87.7,1.6
23-04-2021,12600.62,12607.01,12481.09,12516.84,125.92,83.78
22-04-2021,12665.96,12678.03,12565.63,12619.66,112.4,46.3
20-04-2021,12844.05,12885.22,12632.56,12695.69,252.66,148.36
19-04-2021,12864.17,12864.17,12673.27,12775,190.9,89.17
16-04-2021,12916.95,12964.12,12870.46,12918.81,93.66,-1.86
15-04-2021,12915.99,12972.87,12735.25,12844.58,237.62,71.41
13-04-2021,12810.56,12982.4,12807.71,12867.42,174.69,-56.86
12-04-2021,12970.79,12970.79,12770.99,12802.36,199.8,168.43
09-04-2021,12964.48,13123.79,12958.83,13061.86,164.96,-97.38
08-04-2021,12932.46,12993.81,12905.27,12945.9,88.54,-13.44
07-04-2021,12822.25,12970.68,12818.46,12885.1,152.22,-62.85
06-04-2021,12715.29,12831.38,12659.48,12809.12,171.9,-93.83
05-04-2021,12823.32,12863.05,12565.6,12683.66,297.45,139.66
01-04-2021,12911.42,12944.23,12828.88,12867.07,115.35,44.35
31-03-2021,12730.75,12896.02,12689.33,12875.4,206.69,-144.65
30-03-2021,12519.96,12760.14,12518.86,12740.82,241.28,-220.86
26-03-2021,12352.28,12486.55,12331.65,12462.17,154.9,-109.89
25-03-2021,12536.71,12542.81,12199.69,12246.98,343.12,289.73
24-03-2021,12700.11,12740.04,12528.72,12544.82,211.32,155.29
23-03-2021,12793.89,12858.42,12694.83,12716.52,163.59,77.37
22-03-2021,12596.56,12786.64,12534.94,12774.32,251.7,-177.76
19-03-2021,12245.69,12621.64,12136.98,12574.56,484.66,-328.87
18-03-2021,12326.24,12392.69,12216.08,12289.78,176.61,36.46
17-03-2021,12386.94,12408.91,12247.34,12270.42,161.57,116.52
16-03-2021,12238.69,12341.87,12231.66,12328.9,110.21,-90.21
15-03-2021,12249.05,12261.05,12091.46,12216.1,169.59,32.95
12-03-2021,12371.83,12396.44,12209.14,12230.44,187.3,141.39
10-03-2021,12347.54,12351.88,12279.27,12343.31,72.61,4.23
09-03-2021,12296.7,12336.38,12138.84,12273.25,197.54,23.45
08-03-2021,12357.7,12377.48,12248.68,12263.64,128.8,94.06
05-03-2021,12284.6,12353.39,12261.62,12310.87,91.77,-26.27
04-03-2021,12301.2,12369.3,12236.1,12334.15,133.2,-32.95
03-03-2021,12349.86,12349.86,12277.8,12324.71,72.06,25.15
02-03-2021,12144.69,12272,12110.39,12252.52,161.61,-107.83
01-03-2021,12033.39,12124.6,11965.33,12093.01,159.27,-59.62
26-02-2021,12056.22,12162.69,11923.33,11966.59,239.36,89.63
25-02-2021,12226.62,12246.12,12146.31,12153.76,99.81,72.86
24-02-2021,12209.97,12215.23,11949.65,12182.39,265.58,27.58
23-02-2021,12132.17,12201.85,12080.83,12132.11,121.02,0.06
22-02-2021,12254.49,12286.39,12057.65,12085.79,228.74,168.7
19-02-2021,12301.03,12378.09,12195.47,12283.06,182.62,17.97
18-02-2021,12393.6,12408.71,12284.66,12301.89,124.05,91.71
17-02-2021,12396.5,12406.28,12302.8,12340.82,103.48,55.68
16-02-2021,12558.98,12568.4,12376.45,12413.88,191.95,145.1
15-02-2021,12569.01,12611.52,12490.94,12501.3,120.58,67.71
12-02-2021,12736.26,12736.26,12458.34,12507.55,277.92,228.71
11-02-2021,12657.26,12727.12,12600.51,12708.09,126.61,-50.83
10-02-2021,12646.84,12702.88,12496.32,12609.04,206.56,37.8
09-02-2021,12772.42,12836.22,12601.04,12623.37,235.18,149.05
08-02-2021,12873.61,12894.55,12694.88,12707.2,199.67,166.41
05-02-2021,12793.38,12844.25,12674.48,12774.56,169.77,18.82
04-02-2021,12466.62,12743.29,12451.13,12718.46,292.16,-251.84
03-02-2021,12512.55,12529.57,12400.89,12437,128.68,75.55
02-02-2021,12573.42,12599.53,12415.03,12440.35,184.5,133.07
01-02-2021,12253.59,12492.44,12174.16,12439.33,318.28,-185.74
29-01-2021,12452.99,12478.38,12163.36,12218.24,315.02,234.75
28-01-2021,12517.49,12565.79,12346.68,12379.86,219.11,137.63
27-01-2021,12616.09,12644.29,12535.31,12605.54,108.98,10.55
25-01-2021,12786.95,12787.52,12510.45,12570.64,277.07,216.31
22-01-2021,12733.85,12777.53,12630.33,12668.59,147.2,65.26
21-01-2021,12778.83,12860.15,12661.16,12691.69,198.99,87.14
20-01-2021,12781.35,12804.41,12713.79,12737.17,90.62,44.18
19-01-2021,12740,12812.01,12683.27,12762.9,128.74,-22.9
18-01-2021,12767.14,12796.88,12602.77,12682.5,194.11,84.64
15-01-2021,12856.29,12883.17,12655.45,12753,227.72,103.29
14-01-2021,12766.6,12862.5,12727.06,12837.67,135.44,-71.07
13-01-2021,12720.01,12845.45,12651.88,12730.18,193.57,-10.17
12-01-2021,12768.13,12768.13,12641.79,12676.03,126.34,92.1
11-01-2021,12693.56,12817.12,12657.38,12733.28,159.74,-39.72
08-01-2021,12591.63,12628.15,12497.6,12595.44,130.55,-3.81
07-01-2021,12733.24,12739.87,12515.59,12526.44,224.28,206.8
06-01-2021,12835.74,12837.39,12580.72,12662.56,256.67,173.18
05-01-2021,12720.6,12844.7,12705.47,12821.71,139.23,-101.11
04-01-2021,12738.07,12820.68,12697,12789.94,123.68,-51.87
01-01-2021,12650.07,12713.26,12628.26,12695.91,85,-45.84
31-12-2020,12658.4,12678.38,12595.94,12608.96,82.44,49.44
30-12-2020,12697.63,12701.87,12581.24,12676.5,120.63,21.13
29-12-2020,12676.48,12687.13,12548.94,12628.25,138.19,48.23
28-12-2020,12644.42,12685.47,12590.51,12616.14,94.96,28.28
24-12-2020,12619.03,12648.67,12465.36,12590.12,183.31,28.91
23-12-2020,12316,12548.97,12270.94,12532.91,278.03,-216.91
22-12-2020,12165.75,12367.21,12027.22,12288.59,339.99,-122.84
21-12-2020,12582.51,12593.36,12010.19,12214.98,583.17,367.53
18-12-2020,12585.88,12608.04,12501.62,12577.11,106.42,8.77
17-12-2020,12648.88,12648.88,12533.94,12550.06,114.94,98.82
16-12-2020,12594.61,12694.48,12579.99,12636.53,114.49,-41.92
15-12-2020,12701.93,12702.08,12525.49,12554.12,176.59,147.81
14-12-2020,12751.46,12782.46,12685.57,12712.63,96.89,38.83
11-12-2020,12639.79,12716.15,12552.55,12685.47,163.6,-45.68
10-12-2020,12282.71,12607.64,12195.64,12585,412,-302.29
09-12-2020,12168.95,12267.48,12168.95,12254.9,98.53,-85.95
08-12-2020,12222.09,12227,12031.47,12136.93,195.53,85.16
07-12-2020,11965.26,12162.9,11961.27,12151.02,201.63,-185.76
04-12-2020,11840.22,11974.39,11840.22,11959.8,134.17,-119.58
03-12-2020,11818.5,11837.28,11748.87,11798.3,88.41,20.2
02-12-2020,11779.15,11802.01,11684.48,11762.28,117.53,16.87
01-12-2020,11846.64,11856.65,11718.47,11730.07,138.18,116.57
27-11-2020,10935.39,10970.27,10872.33,10913.31,97.94,22.08
26-11-2020,11659.13,11738.91,11575.32,11719.46,163.59,-60.33
25-11-2020,11782.6,11818.59,11592.51,11621.04,226.08,161.56
24-11-2020,11663.78,11767.71,11638.76,11753.93,128.95,-90.15
23-11-2020,11644.95,11656.72,11566.23,11637.36,90.49,7.59
20-11-2020,11502.29,11617.8,11473.04,11585.94,144.76,-83.65
19-11-2020,11383.58,11560.04,11355.47,11464.54,204.57,-80.96
18-11-2020,11529.32,11529.32,11395.35,11412.21,133.97,117.11
17-11-2020,11621.73,11642.06,11523.69,11538.6,118.37,83.13
14-11-2020,11592.26,11608.61,11548.89,11567.74,59.72,24.52
13-11-2020,11540.28,11573.87,11498.12,11510.75,75.75,29.53
12-11-2020,11374.63,11559.28,11360.3,11536.19,198.98,-161.56
11-11-2020,11286.19,11392.42,11188.21,11378.15,204.21,-91.96
10-11-2020,11309.94,11311.85,11119.45,11265.62,192.4,44.32
09-11-2020,11219,11296.88,11190.31,11248.42,106.57,-29.42
06-11-2020,11204.34,11238.86,11136.69,11152.2,102.17,52.14
05-11-2020,11039.57,11180.17,11036.09,11169.56,144.08,-129.99
04-11-2020,10975.01,11058.04,10949.03,10976.49,109.01,-1.48
03-11-2020,10953.06,10995.09,10910.21,10942.65,84.88,10.41
02-11-2020,10935.39,10970.27,10872.33,10913.31,97.94,22.08
30-10-2020,11015.65,11071.68,10888.58,10922.64,183.1,93.01
29-10-2020,10980.05,11075.67,10980.01,11004.36,95.66,-24.31
28-10-2020,11218.06,11218.06,11091.55,11117.49,126.51,100.57
27-10-2020,11052.51,11211.94,11052.51,11196.61,159.43,-144.1
